HarmonyOS,https://github.com/Awesome-HarmonyOS/HarmonyOS.git,master,18645
Tasmota,https://github.com/arendst/Tasmota.git,master,18513
zstd,https://github.com/facebook/zstd.git,master,18503
nginx,https://github.com/nginx/nginx.git,master,17370
radare2,https://github.com/radareorg/radare2.git,master,17041
mimikatz,https://github.com/gentilkiwi/mimikatz.git,master,16188
hashcat,https://github.com/hashcat/hashcat.git,master,15838
bcc,https://github.com/iovisor/bcc.git,master,15751
micropython,https://github.com/micropython/micropython.git,master,15273
goaccess,https://github.com/allinurl/goaccess.git,master,15261
nnn,https://github.com/jarun/nnn.git,master,15041
C,https://github.com/TheAlgorithms/C.git,master,14733
timescaledb,https://github.com/timescale/timescaledb.git,master,13911
qmk_firmware,https://github.com/qmk/qmk_firmware.git,master,13538
nuklear,https://github.com/vurtun/nuklear.git,master,13478
Mailspring,https://github.com/Foundry376/Mailspring.git,master,13344
yabai,https://github.com/koekeishiya/yabai.git,master,13195
openwrt,https://github.com/openwrt/openwrt.git,master,12968
ish,https://github.com/ish-app/ish.git,master,12819
open-gpu-kernel-modules,https://github.com/NVIDIA/open-gpu-kernel-modules.git,master,12631
memcached,https://github.com/memcached/memcached.git,master,12210
nginx-rtmp-module,https://github.com/arut/nginx-rtmp-module.git,master,12166
kcp,https://github.com/skywind3000/kcp.git,master,11797
raspberry-pi-os,https://github.com/s-matyukevich/raspberry-pi-os.git,master,11766
tengine,https://github.com/alibaba/tengine.git,master,11678
twemproxy,https://github.com/twitter/twemproxy.git,master,11601
reactos,https://github.com/reactos/reactos.git,master,11589
skynet,https://github.com/cloudwu/skynet.git,master,11576
brotli,https://github.com/google/brotli.git,master,11559
robotjs,https://github.com/octalmage/robotjs.git,master,11359
tig,https://github.com/jonas/tig.git,master,11256
sway,https://github.com/swaywm/sway.git,master,11237
blurhash,https://github.com/woltapp/blurhash.git,master,11204
postgres,https://github.com/postgres/postgres.git,master,11154
HandBrake,https://github.com/HandBrake/HandBrake.git,master,10965
openresty,https://github.com/openresty/openresty.git,master,10925
raylib,https://github.com/raysan5/raylib.git,master,10896
esp8266_deauther,https://github.com/SpacehuhnTech/esp8266_deauther.git,master,10653
webview,https://github.com/webview/webview.git,master,10560
lvgl,https://github.com/lvgl/lvgl.git,master,10553
libsodium,https://github.com/jedisct1/libsodium.git,master,10519
libui,https://github.com/andlabs/libui.git,master,10337
lua-nginx-module,https://github.com/openresty/lua-nginx-module.git,master,10308
darwin-xnu,https://github.com/apple/darwin-xnu.git,master,10300
OpenCorePkg,https://github.com/acidanthera/OpenCorePkg.git,master,10289
systemd,https://github.com/systemd/systemd.git,master,10219
h2o,https://github.com/h2o/h2o.git,master,10156
seafile,https://github.com/haiwen/seafile.git,master,10112
rofi,https://github.com/davatorium/rofi.git,master,10014
glfw,https://github.com/glfw/glfw.git,master,9716
vlc,https://github.com/videolan/vlc.git,master,9709
WindTerm,https://github.com/kingToolbox/WindTerm.git,master,9683
BlackHole,https://github.com/ExistentialAudio/BlackHole.git,master,9656
wcdb,https://github.com/Tencent/wcdb.git,master,9514
arduino-esp32,https://github.com/espressif/arduino-esp32.git,master,9507
phpredis,https://github.com/phpredis/phpredis.git,master,9474
Craft,https://github.com/fogleman/Craft.git,master,9455
cosmopolitan,https://github.com/jart/cosmopolitan.git,master,9407
SoftEtherVPN,https://github.com/SoftEtherVPN/SoftEtherVPN.git,master,9347
linux,https://github.com/raspberrypi/linux.git,master,9313
esp-idf,https://github.com/espressif/esp-idf.git,master,9288
darling,https://github.com/darlinghq/darling.git,master,9280
libevent,https://github.com/libevent/libevent.git,master,9269
DOOM,https://github.com/id-Software/DOOM.git,master,9202
redis-3.0-annotated,https://github.com/huangz1990/redis-3.0-annotated.git,master,9129
